"DATE","SITE_ID","SITE_NAME","MOVED_TO_SITE_ID","DEPTH","WATER","DENSITY","LATITUDE","LONGITUDE","DELTA_DEPTH","DELTA_DENSITY","DELTA_WATER","NAO_VALUE"
"1999-04-13",2002,"Dummy - Southern",NA,0,0,0,42.954546,-70.711541,0,0,0,-0.41
"1999-04-13",1038,"ALLAGASH",NA,7.4,2.2,0.3,47.07559,-69.070892,-8.1,0.01,-2.3,-0.41
"1999-04-13",1327,"WESLEY",NA,0,0,0,44.97594,-67.645408,0,0,0,-0.41
"1999-04-13",1291,"SMILEY HILL (KWP)",NA,17.4,5.6,0.32,45.608148,-69.954163,-7.7,0,-2.4,-0.41
"1999-04-13",1170,"TOPSHAM",NA,0,0,0,44.002648,-69.947373,0,0,0,-0.41
"1999-04-13",1072,"BRIDGTON",NA,0,0,0,44.055011,-70.721314,0,0,0,-0.41
"1999-04-13",1509,"GRAY (NWS)",NA,0,0,0,43.883339,-70.25,0,0,0,-0.41
"1999-04-13",1490,"SACO (TANNERY SITE)",NA,0,0,0,43.533307,-70.484398,0,0,0,-0.41
"1999-04-13",2001,"Dummy - Eastern",NA,0,0,0,44.825596,-66.805625,0,0,0,-0.41
"1999-04-13",1099,"KENDUSKEAG",NA,0,0,0,44.89629,-68.884392,0,0,0,-0.41
"1999-04-13",1133,"WELD-PHILLIPS",NA,0,0,0,44.764319,-70.444001,-1.6,-0.44,-0.7,-0.41
"1999-04-13",1510,"HOLLIS (NWS)",NA,0,0,0,43.650009,-70.669999,0,0,0,-0.41
"1999-04-13",1008,"AUGUSTA",NA,0,0,0,44.289992,-69.707787,0,0,0,-0.41
"1999-04-13",1110,"DYER BROOK",NA,10,2.2,0.22,46.050008,-68.225159,-5.2,-0.07,-2.2,-0.41
"1999-04-13",1050,"PITTSFIELD (B)",NA,0,0,0,44.735629,-69.429337,0,0,0,-0.41
"1999-04-13",1206,"CLAYTON LAKE",NA,16.7,3.7,0.22,46.603629,-69.51931,-8.1,0.01,-1.5,-0.41
"1999-04-13",1154,"TOPSFIELD",1559,0,0,0,45.439769,-67.74166,0,0,0,-0.41
"1999-04-13",1002,"THE FORKS",NA,0,0.2,0,45.343902,-69.94883,-7.2,-0.32,-2.1,-0.41
"1999-04-13",1324,"SOUTH BERWICK",NA,0,0,0,43.209067,-70.786553,0,0,0,-0.41
"1999-04-13",1152,"BARING",NA,0,0,0,45.109578,-67.328483,0,0,0,-0.41
"1999-04-13",1015,"MERCER",NA,0,0,0,44.682169,-69.898247,0,0,0,-0.41
"1999-04-13",1024,"NORTH ANSON",NA,0,0,0,44.87394,-69.948067,0,0,0,-0.41
"1999-04-13",1183,"FALMOUTH",NA,0,0,0,43.73443,-70.25737,0,0,0,-0.41
"1999-04-13",1117,"BEDDINGTON",NA,0,0,0,44.83952,-68.077163,0,0,0,-0.41
"1999-04-13",1165,"DEXTER",NA,0,0,0,45.043742,-69.316406,0,0,0,-0.41
"1999-04-13",1095,"TURNER",NA,0,0,0,44.261242,-70.218117,0,0,0,-0.41
"1999-04-13",1224,"WEST SEBOEIS/LONG A (BH)",NA,0,0,0,45.516348,-68.921631,-6.6,-0.3,-2,-0.41
"1999-04-13",1500,"MONTICELLO",NA,0.9,0.2,0.22,46.33001,-67.839996,-9.1,-0.1,-3,-0.41
"1999-04-13",1195,"KINGSBURY",NA,0,0,0,45.170937,-69.588204,-6.5,-0.32,-2.1,-0.41
"1999-04-13",1064,"MACHIAS LAKE",NA,15.2,5,0.33,46.681108,-68.750717,-6.7,0.06,-1,-0.41
"1999-04-13",1018,"AMHERST (BH)",NA,0,0,0,44.830908,-68.448707,0,0,0,-0.41
"1999-04-13",1132,"LINCOLN",NA,0,0,0,45.380429,-68.449478,-4.8,-0.33,-1.6,-0.41
"1999-04-13",1426,"DAAQUAM (B) (US)",NA,19.3,5.9,0.31,46.60001,-70,-5.4,0.06,-0.199999999999999,-0.41
"1999-04-13",1297,"MUSQUACOOK",NA,18.4,4.7,0.26,46.605428,-69.136872,-4.6,0.03,-0.5,-0.41
"1999-04-13",1187,"KINGFIELD",NA,0,0,0,44.958461,-70.119118,-3.3,-0.39,-1.3,-0.41
"1999-04-13",1151,"DIXFIELD",1546,0,0,0,44.587278,-70.354622,-3.3,-0.36,-1.2,-0.41
"1999-04-13",1036,"JACKMAN/JACKMAN STATION (KWP)",1560,8.4,2.6,0.31,45.61838,-70.24965,-4,-0.01,-1.3,-0.41
"1999-04-19",1038,"ALLAGASH",NA,0,0,0,47.07559,-69.070892,-7.4,-0.3,-2.2,0.565
"1999-04-20",1093,"SEARSMONT",NA,0,0,0,44.403479,-69.227463,0,0,0,0.263
"1999-04-20",1050,"PITTSFIELD (B)",NA,0,0,0,44.735629,-69.429337,0,0,0,0.263
"1999-04-20",1561,"JACKMAN (B)",NA,0,0,0,45.612408,-70.234299,-8.4,-0.31,-2.6,0.263
"1999-04-20",1002,"THE FORKS",NA,0,0,0,45.343902,-69.94883,0,0,-0.2,0.263
"1999-04-20",1170,"TOPSHAM",NA,0,0,0,44.002648,-69.947373,0,0,0,0.263
"1999-04-20",1500,"MONTICELLO",NA,0,0,0,46.33001,-67.839996,-0.9,-0.22,-0.2,0.263
"1999-04-20",1205,"DIXMONT",NA,0,0,0,44.681508,-69.14679,0,0,0,0.263
"1999-04-20",1121,"WEST KENNEBUNK",NA,0,0,0,43.41683,-70.661217,0,0,0,0.263
"1999-04-20",2001,"Dummy - Eastern",NA,0,0,0,44.825596,-66.805625,0,0,0,0.263
"1999-04-20",1509,"GRAY (NWS)",NA,0,0,0,43.883339,-70.25,0,0,0,0.263
"1999-04-20",1027,"ERROL/ERROL DAM (UWP)",NA,0,0,0,44.7868,-71.13144,-8,-0.19,-1.5,0.263
"1999-04-20",1047,"BRASSUA (KWP)",NA,0,0,0,45.656509,-69.8107,-4.7,-0.36,-1.7,0.263
"1999-04-20",1318,"JEFFERSON",NA,0,0,0,44.199061,-69.495743,0,0,0,0.263
"1999-04-20",1153,"SOLON (BINGHAM)",NA,0,0,0,44.979979,-69.864289,0,0,0,0.263
"1999-04-20",1224,"WEST SEBOEIS/LONG A (BH)",NA,0,0,0,45.516348,-68.921631,0,0,0,0.263
"1999-04-20",1015,"MERCER",NA,0,0,0,44.682169,-69.898247,0,0,0,0.263
"1999-04-20",1266,"SEVEN ISLANDS (CHARLIE POND)",NA,13,3.5,0.27,46.914431,-69.709534,-1,-0.02,-0.5,0.263
"1999-04-20",1013,"MOOSEHEAD (KWP)",NA,0,0,0,45.583831,-69.725289,-6.6,-0.36,-2.4,0.263
"1999-04-20",1165,"DEXTER",NA,0,0,0,45.043742,-69.316406,0,0,0,0.263
"1999-04-20",1183,"FALMOUTH",NA,0,0,0,43.73443,-70.25737,0,0,0,0.263
"1999-04-20",1030,"MIDDLE DAM (UWP)",NA,0,0,0,44.778711,-70.923104,-13,-0.32,-4.1,0.263
"1999-04-20",1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,0,0,0,45.465157,-69.628472,-6.8,-0.38,-2.6,0.263
"1999-04-20",2002,"Dummy - Southern",NA,0,0,0,42.954546,-70.711541,0,0,0,0.263
"1999-04-20",1117,"BEDDINGTON",NA,0,0,0,44.83952,-68.077163,0,0,0,0.263
"1999-04-20",1045,"BETHEL",NA,0,0,0,44.414178,-70.837891,0,0,0,0.263
"1999-04-20",1051,"ROXBURY",NA,0,0,0,44.64361,-70.585824,0,0,0,0.263
"1999-04-20",1008,"AUGUSTA",NA,0,0,0,44.289992,-69.707787,0,0,0,0.263
"1999-04-20",1064,"MACHIAS LAKE",NA,9.9,4.9,0.49,46.681108,-68.750717,-5.3,0.16,-0.0999999999999996,0.263
"1999-04-20",1426,"DAAQUAM (B) (US)",NA,13.1,5.1,0.39,46.60001,-70,-6.2,0.08,-0.800000000000001,0.263
"1999-04-20",2003,"Dummy - Northern",NA,0,0,0,47.679434,-68.834831,0,0,-2.9,0.263
"1999-04-20",1099,"KENDUSKEAG",NA,0,0,0,44.89629,-68.884392,0,0,0,0.263
"1999-04-20",1510,"HOLLIS (NWS)",NA,0,0,0,43.650009,-70.669999,0,0,0,0.263
"1999-04-20",1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,0,0,0,44.945659,-70.997712,0,0,-0.2,0.263
"1999-04-20",1132,"LINCOLN",NA,0,0,0,45.380429,-68.449478,0,0,0,0.263
"1999-04-20",1072,"BRIDGTON",NA,0,0,0,44.055011,-70.721314,0,0,0,0.263
"1999-04-20",1206,"CLAYTON LAKE",NA,10.9,4.5,0.41,46.603629,-69.51931,-5.8,0.19,0.8,0.263
"1999-04-20",1195,"KINGSBURY",NA,0,0,0,45.170937,-69.588204,0,0,0,0.263
"1999-04-20",1327,"WESLEY",NA,0,0,0,44.97594,-67.645408,0,0,0,0.263
"1999-04-20",1006,"MILO",NA,0,0,0,45.2834,-69.015488,0,0,0,0.263
"1999-04-20",1152,"BARING",NA,0,0,0,45.109578,-67.328483,0,0,0,0.263
"1999-04-20",1024,"NORTH ANSON",NA,0,0,0,44.87394,-69.948067,0,0,0,0.263
"1999-04-20",1095,"TURNER",NA,0,0,0,44.261242,-70.218117,0,0,0,0.263
"1999-04-20",1169,"NEWRY (SCREW AUGER FALLS)",NA,0,0,0,44.570139,-70.906388,-3.3,-0.39,-1.3,0.263
"1999-04-20",1151,"DIXFIELD",1546,0,0,0,44.587278,-70.354622,0,0,0,0.263
"1999-04-20",1001,"ROCKWOOD (KWP)",NA,0,0,0,45.67801,-69.758911,-4.7,-0.36,-1.7,0.263
"1999-04-20",1110,"DYER BROOK",NA,0,0,0,46.050008,-68.225159,-10,-0.22,-2.2,0.263
"1999-04-20",1324,"SOUTH BERWICK",NA,0,0,0,43.209067,-70.786553,0,0,0,0.263
"1999-04-20",1490,"SACO (TANNERY SITE)",NA,0,0,0,43.533307,-70.484398,0,0,0,0.263
"1999-04-20",1018,"AMHERST (BH)",NA,0,0,0,44.830908,-68.448707,0,0,0,0.263
"1999-04-20",1031,"UPPER DAM (UWP)",NA,0,0,0,44.883761,-70.862954,-4,-0.57,-2.3,0.263
"1999-04-20",1292,"KOKADJO (KWP)",NA,0,0,0,45.654487,-69.464531,-10,-0.38,-3.8,0.263
"1999-04-20",1133,"WELD-PHILLIPS",NA,0,0,0,44.764319,-70.444001,0,0,0,0.263
"1999-04-20",1036,"JACKMAN/JACKMAN STATION (KWP)",1560,0,0,0,45.61838,-70.24965,-8.4,-0.31,-2.6,0.263
"1999-04-20",1297,"MUSQUACOOK",NA,15.7,4.9,0.31,46.605428,-69.136872,-2.7,0.05,0.2,0.263
"1999-04-20",1187,"KINGFIELD",NA,0,0,0,44.958461,-70.119118,0,0,0,0.263
"1999-04-20",1046,"SOUTH PARIS",NA,0,0,0,44.263479,-70.514237,0,0,0,0.263
"1999-04-20",1154,"TOPSFIELD",1559,0,0,0,45.439769,-67.74166,0,0,0,0.263
"2000-01-25",1478,"HEMENWAY; NH",NA,7.55,1.8,0.24,43.896247,-71.310143,3.95,-0.05,0.75,-0.529
"2000-01-25",1482,"AYERS LAKE; NH",NA,3,0,0,43.265654,-71.0346,3,0,0,-0.529
"2000-01-25",1481,"MERRYMEETING; NH",NA,3.2,0.46,0.14,43.476917,-71.181542,3.2,0.14,0.46,-0.529
"2000-01-25",1479,"NORTH WOLFBORO; NH",NA,4.5,0.67,0.15,43.656559,-71.143014,3.2,-0.2,0.22,-0.529
"2000-01-25",1480,"SCRIBNER BROOK; NH",NA,2.5,0,0,43.607386,-71.037583,2.5,0,0,-0.529
"2000-01-25",1483,"MENDUMS POND; NH",NA,3,0,0,43.163647,-71.056992,3,0,0,-0.529
"2000-01-31",1017,"MEDWAY (BH)",NA,15.2,1.7,0.11,45.609351,-68.545196,15.2,0.11,1.7,0.263
"2000-01-31",1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,23,4.4,0.19,44.945659,-70.997712,23,0.19,4.4,0.263
"2000-01-31",1027,"ERROL/ERROL DAM (UWP)",NA,17,3.1,0.18,44.7868,-71.13144,17,0.18,3.1,0.263
"2000-01-31",1224,"WEST SEBOEIS/LONG A (BH)",NA,19.4,1.8,0.09,45.516348,-68.921631,19.4,0.09,1.8,0.263
"2000-01-31",1030,"MIDDLE DAM (UWP)",NA,16,3.5,0.22,44.778711,-70.923104,16,0.22,3.5,0.263
"2000-01-31",1031,"UPPER DAM (UWP)",NA,15,2.5,0.17,44.883761,-70.862954,15,0.17,2.5,0.263
"2000-02-01",1072,"BRIDGTON",NA,14.5,2.5,0.17,44.055011,-70.721314,14.5,0.17,2.5,0.151
"2000-02-01",1205,"DIXMONT",NA,13.2,2,0.15,44.681508,-69.14679,13.2,0.15,2,0.151
"2000-02-01",1002,"THE FORKS",NA,21.9,4.7,0.21,45.343902,-69.94883,21.9,0.21,4.7,0.151
"2000-02-01",1266,"SEVEN ISLANDS (CHARLIE POND)",NA,14.9,2.4,0.16,46.914431,-69.709534,1.9,-0.11,-1.1,0.151
"2000-02-01",1297,"MUSQUACOOK",NA,29.9,6.7,0.22,46.605428,-69.136872,14.2,-0.09,1.8,0.151
"2000-02-01",1024,"NORTH ANSON",NA,15,2.5,0.17,44.87394,-69.948067,15,0.17,2.5,0.151
"2000-02-01",1510,"HOLLIS (NWS)",NA,12,1.7,0.14,43.650009,-70.669999,12,0.14,1.7,0.151
"2000-02-01",1195,"KINGSBURY",NA,21,4.8,0.23,45.170937,-69.588204,21,0.23,4.8,0.151
"2000-02-01",1121,"WEST KENNEBUNK",NA,9.5,2.2,0.23,43.41683,-70.661217,9.5,0.23,2.2,0.151
"2000-02-01",1318,"JEFFERSON",NA,12.2,1.9,0.16,44.199061,-69.495743,12.2,0.16,1.9,0.151
"2000-02-01",1008,"AUGUSTA",NA,10.5,1.8,0.17,44.289992,-69.707787,10.5,0.17,1.8,0.151
"2000-02-01",1132,"LINCOLN",NA,12.8,1.1,0.09,45.380429,-68.449478,12.8,0.09,1.1,0.151
"2000-02-01",1561,"JACKMAN (B)",NA,25.3,4.8,0.19,45.612408,-70.234299,25.3,0.19,4.8,0.151
"2000-02-01",1206,"CLAYTON LAKE",NA,30.8,5.8,0.19,46.603629,-69.51931,19.9,-0.22,1.3,0.151
"2000-02-01",1151,"DIXFIELD",1546,15.5,2.8,0.18,44.587278,-70.354622,15.5,0.18,2.8,0.151
"2000-02-01",1492,"GREELEY'S LANDING (NWS)",NA,16,2.3,0.14,45.25001,-69.23333,6,-0.14,-0.5,0.151
"2000-02-01",1050,"PITTSFIELD (B)",NA,10.4,1.8,0.17,44.735629,-69.429337,10.4,0.17,1.8,0.151
"2000-02-01",1095,"TURNER",NA,14.2,2.6,0.18,44.261242,-70.218117,14.2,0.18,2.6,0.151
"2000-02-01",1045,"BETHEL",NA,16.2,4,0.25,44.414178,-70.837891,16.2,0.25,4,0.151
"2000-02-01",1006,"MILO",NA,15.4,3.7,0.24,45.2834,-69.015488,15.4,0.24,3.7,0.151
"2000-02-01",1374,"SPEDNIK (GP) (AVERAGE)",NA,11,1.9,0.17,45.57001,-67.43,0.9,-0.18,-1.6,0.151
"2000-02-01",1357,"SYSLADOBSIS (GP) (AVERAGE)",NA,14.8,2.5,0.17,45.212036,-67.969399,3,-0.15,-1.3,0.151
"2000-02-01",1324,"SOUTH BERWICK",NA,6,1.1,0.18,43.209067,-70.786553,6,0.18,1.1,0.151
"2000-02-01",1021,"WASHBURN",NA,23.6,3.4,0.14,46.775709,-68.150841,12.9,-0.21,-0.3,0.151
"2000-02-01",1110,"DYER BROOK",NA,18.8,2.5,0.13,46.050008,-68.225159,18.8,0.13,2.5,0.151
"2000-02-01",1223,"DEDHAM (BH)",NA,16.2,2.1,0.13,44.640618,-68.555763,0.299999999999999,-0.17,-2.6,0.151
"2000-02-01",1356,"CLIFFORD LAKE (GP) (AVERAGE)",NA,13.4,2,0.15,45.068898,-67.683006,8,-0.26,-0.2,0.151
"2000-02-01",2003,"Dummy - Northern",NA,0,7,0,47.679434,-68.834831,0,0,7,0.151
"2000-02-01",2002,"Dummy - Southern",NA,0,1,0,42.954546,-70.711541,0,0,1,0.151
"2000-02-01",1093,"SEARSMONT",NA,10.8,1.9,0.18,44.403479,-69.227463,10.8,0.18,1.9,0.151
"2000-02-01",1123,"BELGRADE",NA,12.6,1.9,0.15,44.521331,-69.882981,0.4,-0.13,-1.5,0.151
"2000-02-01",1169,"NEWRY (SCREW AUGER FALLS)",NA,16.5,3.7,0.22,44.570139,-70.906388,16.5,0.22,3.7,0.151
"2000-02-01",1064,"MACHIAS LAKE",NA,29.3,5.5,0.19,46.681108,-68.750717,19.4,-0.3,0.6,0.151
"2000-02-01",1154,"TOPSFIELD",1559,13,1.9,0.15,45.439769,-67.74166,13,0.15,1.9,0.151
"2000-02-01",1388,"GRAND FALLS (GP) (AVERAGE)",NA,13.5,2.2,0.16,45.270009,-67.480003,4,-0.21,-1.3,0.151
"2000-02-01",1018,"AMHERST (BH)",NA,14.6,1.9,0.13,44.830908,-68.448707,14.6,0.13,1.9,0.151
"2000-02-01",1512,"POLAND (NWS)",NA,14,1.5,0.11,44.007507,-70.361939,9,-0.23,-0.2,0.151
"2000-02-01",1170,"TOPSHAM",NA,11,1.8,0.16,44.002648,-69.947373,11,0.16,1.8,0.151
"2000-02-01",1490,"SACO (TANNERY SITE)",NA,10,2,0.2,43.533307,-70.484398,10,0.2,2,0.151
"2000-02-01",2001,"Dummy - Eastern",NA,0,2,0,44.825596,-66.805625,0,0,2,0.151
"2000-02-01",1133,"WELD-PHILLIPS",NA,19.7,5.5,0.28,44.764319,-70.444001,19.7,0.28,5.5,0.151
"2000-02-01",1165,"DEXTER",NA,14.5,3.4,0.23,45.043742,-69.316406,14.5,0.23,3.4,0.151
"2000-02-01",1325,"SOUTH HOPE",NA,8.8,1.8,0.2,44.214058,-69.182549,8.8,0.2,1.8,0.151
"2000-02-01",1187,"KINGFIELD",NA,17.9,3.8,0.21,44.958461,-70.119118,17.9,0.21,3.8,0.151
"2000-02-01",1426,"DAAQUAM (B) (US)",NA,29.9,5.9,0.2,46.60001,-70,16.8,-0.19,0.800000000000001,0.151
"2000-02-01",1327,"WESLEY",NA,11.4,1.6,0.14,44.97594,-67.645408,11.4,0.14,1.6,0.151
"2000-02-01",1387,"EAST GRAND LAKE (GP) (AVERAGE)",NA,15.8,2.8,0.18,45.670006,-67.730003,2.3,-0.18,-2.1,0.151
"2000-02-01",1038,"ALLAGASH",NA,31.9,6.8,0.21,47.07559,-69.070892,31.9,0.21,6.8,0.151
"2000-02-01",1153,"SOLON (BINGHAM)",NA,16.9,3.7,0.22,44.979979,-69.864289,16.9,0.22,3.7,0.151
"2000-02-01",1509,"GRAY (NWS)",NA,12.5,1.6,0.13,43.883339,-70.25,12.5,0.13,1.6,0.151
"2000-02-01",1051,"ROXBURY",NA,14.4,2.5,0.17,44.64361,-70.585824,14.4,0.17,2.5,0.151
"2000-02-01",1183,"FALMOUTH",NA,9.5,1.9,0.2,43.73443,-70.25737,9.5,0.2,1.9,0.151
"2000-02-01",1117,"BEDDINGTON",NA,14.9,2.3,0.15,44.83952,-68.077163,14.9,0.15,2.3,0.151
"2000-02-01",1152,"BARING",NA,11.4,1.7,0.15,45.109578,-67.328483,11.4,0.15,1.7,0.151
"2000-02-01",1046,"SOUTH PARIS",NA,14.2,2.1,0.15,44.263479,-70.514237,14.2,0.15,2.1,0.151
"2000-02-01",1146,"BUCKSPORT",NA,11.2,2,0.18,44.5567,-68.797096,11.2,0.18,2,0.151
"2000-02-01",1036,"JACKMAN/JACKMAN STATION (KWP)",1560,25.3,4.8,0.19,45.61838,-70.24965,25.3,0.19,4.8,0.151
"2000-02-01",1099,"KENDUSKEAG",NA,12.2,2,0.16,44.89629,-68.884392,12.2,0.16,2,0.151
"2000-02-01",1015,"MERCER",NA,15.1,1.4,0.09,44.682169,-69.898247,15.1,0.09,1.4,0.151
"2000-02-01",1500,"MONTICELLO",NA,21.4,2.6,0.12,46.33001,-67.839996,21.4,0.12,2.6,0.151
"2000-02-10",1482,"AYERS LAKE; NH",NA,8.45,0.7,0.08,43.265654,-71.0346,5.45,0.08,0.7,1.622
"2000-02-10",1481,"MERRYMEETING; NH",NA,8.3,1.1,0.13,43.476917,-71.181542,5.1,-0.01,0.64,1.622
"2000-02-10",1478,"HEMENWAY; NH",NA,12.25,1.8,0.15,43.896247,-71.310143,4.7,-0.09,0,1.622
"2000-02-10",1483,"MENDUMS POND; NH",NA,6.9,0.55,0.08,43.163647,-71.056992,3.9,0.08,0.55,1.622
"2000-02-10",1480,"SCRIBNER BROOK; NH",NA,9.5,1.05,0.11,43.607386,-71.037583,7,0.11,1.05,1.622
"2000-02-10",1479,"NORTH WOLFBORO; NH",NA,10,1.55,0.15,43.656559,-71.143014,5.5,0,0.88,1.622
"2000-02-21",1335,"SQUA PAN (C) (MPSC)",NA,31.9,6.85,0.21,46.549984,-68.320219,7.9,-0.03,1.05,1.105
"2000-02-21",1487,"SQUA PAN (MPSC) (AVERAGE)",NA,30.1,5.92,0.2,46.549984,-68.320219,130.09,0.2,-4.28,1.105
"2000-02-21",1336,"SQUA PAN (D) (MPSC)",NA,28.3,4.98,0.18,46.549984,-68.320219,15.4,-0.02,2.38,1.105
"2000-02-23",1482,"AYERS LAKE; NH",NA,17.9,7.05,0.39,43.265654,-71.0346,9.45,0.31,6.35,1.324
"2000-02-23",1479,"NORTH WOLFBORO; NH",NA,19.4,3.5,0.18,43.656559,-71.143014,9.4,0.03,1.95,1.324
"2000-02-23",1481,"MERRYMEETING; NH",NA,16,3,0.19,43.476917,-71.181542,7.7,0.06,1.9,1.324
"2000-02-23",1480,"SCRIBNER BROOK; NH",NA,20.75,3.9,0.19,43.607386,-71.037583,11.25,0.08,2.85,1.324
"2000-02-23",1478,"HEMENWAY; NH",NA,24.4,4.7,0.19,43.896247,-71.310143,12.15,0.04,2.9,1.324
"2000-02-23",1483,"MENDUMS POND; NH",NA,14.25,3.75,0.26,43.163647,-71.056992,7.35,0.18,3.2,1.324
"2000-02-26",1392,"ESTCOURT (QUEBEC)",NA,27.6,7.7,0.28,47.470012,-69.25,127.59,0.28,0.7,0.737
"2000-02-26",1423,"ST. ALEXANDRE (QUEBEC)",NA,31.5,8.5,0.27,47.630012,-69.57,14.8,-0.03,3.5,0.737
"2000-02-26",1391,"WITWORTH (QUEBEC)",NA,32.3,9.5,0.29,47.720012,-69.379998,12.2,0.00999999999999995,3.8,0.737
"2000-02-26",1425,"ST. BLANDINE (QUEBEC)",NA,26.4,6.4,0.24,48.370007,-68.470001,NA,NA,NA,0.737
"2000-02-27",1178,"DAAQUAM (QUEBEC)",NA,36.2,7.7,0.21,46.600007,-70.080002,13.6,-0.04,2.15,1.037
"2000-02-28",1023,"CONWAY",NA,13.4,4.6,0.34,43.980007,-71.099999,113.39,0.34,0.6,1.071
"2000-02-28",1192,"NEWFIELD",NA,9,2.3,0.26,43.63057,-70.898629,108.99,0.26,-1.6,1.071
"2000-02-28",1390,"ST. PERPETUE (QUEBEC)",NA,31.6,9.1,0.29,47.020011,-69.870003,5,0.03,2.25,1.071
"2000-02-28",1388,"GRAND FALLS (GP) (AVERAGE)",NA,10.7,3.6,0.34,45.270009,-67.480003,-2.8,0.18,1.4,1.071
"2000-02-28",1416,"LAC ABENAQUIS (QUEBEC)",NA,24.9,7,0.28,46.150011,-70.379998,4.7,-0.02,0.9,1.071
"2000-02-28",1013,"MOOSEHEAD (KWP)",NA,23.1,6.1,0.26,45.583831,-69.725289,23.1,0.26,6.1,1.071
"2000-02-28",1418,"ST. LEON-DE-STANDON (QUEBEC)",NA,21.3,6.2,0.29,46.500009,-70.699998,3.5,-0.03,0.600000000000001,1.071
"2000-02-28",1322,"SHAPLEIGH",NA,7.9,2.2,0.28,43.530009,-70.849999,107.89,0.28,-0.2,1.071
"2000-02-28",1373,"WEST GRAND LAKE (GP) (AVERAGE)",NA,10.2,4.3,0.42,45.285941,-67.902036,-0.200000000000001,0.03,0.3,1.071
"2000-02-28",1184,"DENMARK",NA,13,3.4,0.26,43.962119,-70.798722,112.99,0.26,0.6,1.071
"2000-02-28",1357,"SYSLADOBSIS (GP) (AVERAGE)",NA,12.2,4,0.33,45.212036,-67.969399,-2.6,0.16,1.5,1.071
"2000-02-28",1419,"ST. LUDGER (QUEBEC)",NA,27.5,9.2,0.34,45.780009,-70.629998,20.97,0.19,8.2,1.071
"2000-02-28",1424,"ST. MOISE (QUEBEC)",NA,26,8,0.31,48.52001,-67.980003,16.4,-0.07,4.4,1.071
"2000-02-28",1420,"ST. THEOPHILLE-DE-BAUC (QUEBEC)",NA,18.3,5.1,0.28,45.93001,-70.519997,8.5,-0.1,1.4,1.071
"2000-02-28",1056,"CORNISH",NA,10.7,2.8,0.26,43.816677,-70.770592,110.69,0.26,0.6,1.071
"2000-02-28",1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,27.8,8.1,0.29,45.465157,-69.628472,27.8,0.29,8.1,1.071
"2000-02-28",1389,"ST. ROSE (QUEBEC)",NA,26.6,7.2,0.27,46.330009,-70.400002,15.9,-0.21,2.1,1.071
"2000-02-28",1292,"KOKADJO (KWP)",NA,23.8,6.9,0.29,45.654487,-69.464531,23.8,0.29,6.9,1.071
"2000-02-28",1513,"GUILFORD A (ABBOT) (NWS)",NA,24,5.6,0.23,45.170845,-69.544167,10,-0.11,0.899999999999999,1.071
"2000-02-29",1206,"CLAYTON LAKE",NA,26.3,4.6,0.17,46.603629,-69.51931,-4.5,-0.02,-1.2,0.679
"2000-02-29",1291,"SMILEY HILL (KWP)",NA,27.3,7.7,0.28,45.608148,-69.954163,9.9,-0.04,2.1,0.679
"2000-02-29",1050,"PITTSFIELD (B)",NA,8.2,1.8,0.22,44.735629,-69.429337,-2.2,0.05,0,0.679
"2000-02-29",1514,"GUILFORD B (KINGSBURY PLT) (NWS)",NA,25,6,0.24,45.167793,-69.595558,14,-0.11,2.1,0.679
"2000-02-29",1044,"PINKHAM NOTCH (UWP)",NA,15,4.6,0.31,44.245329,-71.256143,-0.800000000000001,-0.02,-0.600000000000001,0.679
"2000-02-29",1248,"HEIGHT OF LAND; RT. 17 (UWP)",NA,26.8,8.3,0.31,44.838837,-70.708329,7.1,0.05,3.2,0.679
"2000-02-29",1004,"GRINDSTONE",NA,19.1,5.1,0.27,45.729618,-68.587021,3.6,0.04,1.6,0.679
"2000-02-29",1253,"1-1/2 MI EAST OF RICHARDSON PD (UWP)",NA,17,5.5,0.32,44.944511,-70.895829,116.99,0.32,-3.4,0.679
"2000-02-29",1075,"CARROLL-KOSSUTH",NA,13.3,3.8,0.29,45.409838,-67.970734,3.05,-0.05,0.3,0.679
"2000-02-29",1093,"SEARSMONT",NA,7.4,2.4,0.32,44.403479,-69.227463,-3.4,0.14,0.5,0.679
"2000-02-29",1121,"WEST KENNEBUNK",NA,7.5,2.7,0.36,43.41683,-70.661217,-2,0.13,0.5,0.679
"2000-02-29",1494,"DURHAM (NWS)",NA,10.5,3.1,0.29,43.983343,-70.050003,5.5,-0.35,-0.1,0.679
"2000-02-29",1030,"MIDDLE DAM (UWP)",NA,18,6.2,0.34,44.778711,-70.923104,2,0.12,2.7,0.679
"2000-02-29",1136,"AUBURN",NA,9,2.2,0.24,44.060078,-70.275323,108.99,0.24,0.8,0.679
"2000-02-29",1053,"GORHAM; NH",NA,10.7,3.6,0.34,44.385017,-71.139329,-6.3,0.02,-1.9,0.679
"2000-02-29",1299,"PONTOOK DAM/PONTOCOOK DA",NA,12.6,3.1,0.25,44.633769,-71.253533,-3.7,-0.06,-2,0.679
"2000-02-29",1492,"GREELEY'S LANDING (NWS)",NA,21,4.7,0.22,45.25001,-69.23333,5,0.08,2.4,0.679
