"SITE_ID","SITE_NAME","MOVED_TO_SITE_ID","DATE","DEPTH","WATER","DENSITY","LATITUDE","LONGITUDE"
1024,"NORTH ANSON",NA,"1989-14-03",19,1.8,0.1,44.87394,-69.948067
1045,"BETHEL",NA,"1989-14-03",14,1.2,0.09,44.414178,-70.837891
1046,"SOUTH PARIS",NA,"1989-14-03",13,4.1,0.32,44.263479,-70.514237
1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"1989-14-03",24.8,6.4,0.26,45.465157,-69.628472
1051,"ROXBURY",NA,"1989-14-03",17,1.5,0.09,44.64361,-70.585824
1053,"GORHAM; NH",NA,"1989-14-03",5,0.5,0.1,44.385017,-71.139329
1056,"CORNISH",NA,"1989-14-03",9,3.9,0.43,43.816677,-70.770592
1072,"BRIDGTON",NA,"1989-14-03",12,4.3,0.36,44.055011,-70.721314
1083,"SEBAGO",NA,"1989-14-03",5,1.8,0.36,43.760723,-70.517182
1095,"TURNER",NA,"1989-14-03",11,3.1,0.28,44.261242,-70.218117
1100,"EUSTIS (KWP)",NA,"1989-14-03",21,2.8,0.13,45.245909,-70.517101
1118,"MANCHESTER",NA,"1989-14-03",10,3,0.3,44.349969,-69.884324
1123,"BELGRADE",NA,"1989-14-03",15,1.4,0.09,44.521331,-69.882981
1131,"HOLLIS CENTER",NA,"1989-14-03",4,1.1,0.28,43.58848,-70.622803
1133,"WELD-PHILLIPS",NA,"1989-14-03",23,2,0.09,44.764319,-70.444001
1136,"AUBURN",NA,"1989-14-03",7,2.7,0.39,44.060078,-70.275323
1151,"DIXFIELD",1546,"1989-14-03",19,1.7,0.09,44.587278,-70.354622
1169,"NEWRY (SCREW AUGER FALLS)",NA,"1989-14-03",14,1.3,0.09,44.570139,-70.906388
1173,"SOUTH LIMINGTON",NA,"1989-14-03",6,2.3,0.38,43.691609,-70.673859
1184,"DENMARK",NA,"1989-14-03",11,4,0.36,43.962119,-70.798722
1187,"KINGFIELD",NA,"1989-14-03",22,1.6,0.07,44.958461,-70.119118
1192,"NEWFIELD",NA,"1989-14-03",6,2.6,0.43,43.63057,-70.898629
1246,"STRATTON (KWP)",NA,"1989-14-03",10,1.5,0.15,45.114421,-70.383164
1266,"SEVEN ISLANDS (CHARLIE POND)",NA,"1989-14-03",25.4,5.9,0.23,46.914431,-69.709534
1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"1989-14-03",13,2.3,0.18,45.224398,-70.192124
1288,"CARRABASETT (KWP)",NA,"1989-14-03",20,3.1,0.15,45.127668,-70.169739
1289,"DALLAS (KWP)",NA,"1989-14-03",19,3.1,0.16,45.00287,-70.583672
1290,"CHAIN OF PONDS (KWP)",NA,"1989-14-03",16,3,0.19,45.312151,-70.620065
1292,"KOKADJO (KWP)",NA,"1989-14-03",16,4.4,0.28,45.654487,-69.464531
1319,"MONMOUTH",NA,"1989-14-03",10,3.1,0.31,44.238328,-70.071778
1367,"EAST CASCO (SAPPI)",NA,"1989-14-03",12,4.4,0.37,43.989647,-70.474122
1017,"MEDWAY (BH)",NA,"1989-15-03",18.8,4.68,0.25,45.609351,-68.545196
1018,"AMHERST (BH)",NA,"1989-15-03",8.1,2.35,0.29,44.830908,-68.448707
1027,"ERROL/ERROL DAM (UWP)",NA,"1989-15-03",23,6.4,0.28,44.7868,-71.13144
1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,"1989-15-03",25,7.4,0.3,44.945659,-70.997712
1030,"MIDDLE DAM (UWP)",NA,"1989-15-03",18,6.2,0.34,44.778711,-70.923104
1031,"UPPER DAM (UWP)",NA,"1989-15-03",17,4.7,0.28,44.883761,-70.862954
1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"1989-15-03",23.6,6.4,0.27,45.61838,-70.24965
1037,"PARLIN POND (KWP)",NA,"1989-15-03",19.7,5.4,0.27,45.484309,-70.0674
1047,"BRASSUA (KWP)",NA,"1989-15-03",20.7,5.8,0.28,45.656509,-69.8107
1061,"GUERETTE",NA,"1989-15-03",27,4.8,0.18,47.083819,-68.231537
1171,"UPTON (UWP)",NA,"1989-15-03",17,4,0.23,44.678858,-70.986924
1196,"SEBEC (BH)",NA,"1989-15-03",16.3,4.16,0.26,45.241678,-69.106751
1197,"TELOS (BH)",NA,"1989-15-03",15.2,2.04,0.13,46.14337,-69.124108
1223,"DEDHAM (BH)",NA,"1989-15-03",4.7,1.3,0.28,44.640618,-68.555763
1224,"WEST SEBOEIS/LONG A (BH)",NA,"1989-15-03",21.7,5.03,0.23,45.516348,-68.921631
1232,"ANDOVER (UWP)",NA,"1989-15-03",20,4.4,0.22,44.638788,-70.741593
1239,"GRAFTON NOTCH (UWP)",NA,"1989-15-03",16,4.3,0.27,44.591811,-70.947594
1244,"OTTER BROOK (UWP)",NA,"1989-15-03",31,8.3,0.27,44.995078,-70.864213
1247,"HOUGHTON (UWP)",NA,"1989-15-03",22,4.9,0.22,44.835792,-70.707574
1252,"DIXVILLE NOTCH: HEIGHT OF LAND (UWP)",NA,"1989-15-03",28,7.3,0.26,44.86309,-71.298867
1263,"WHEELER BROOK (UWP)",NA,"1989-15-03",31,8.7,0.28,45.114259,-71.023001
1264,"LITTLE MAGALLOWAY RIVER (UWP)",NA,"1989-15-03",35,10.1,0.29,45.133299,-71.023827
1285,"WEST ENFIELD (BH)",NA,"1989-15-03",14.5,3.41,0.23,45.251102,-68.642609
1291,"SMILEY HILL (KWP)",NA,"1989-15-03",27.3,7.8,0.29,45.608148,-69.954163
1299,"PONTOOK DAM/PONTOCOOK DA",NA,"1989-15-03",15,4.9,0.33,44.633769,-71.253533
1378,"LONG POND (ANDROSCOGGIN) (UWP)",NA,"1989-15-03",23,4.9,0.21,44.891637,-70.597817
1382,"LONG POND (KENNEBEC) (KWP)",NA,"1989-15-03",17.8,4.4,0.25,45.620179,-70.112702
1475,"DIXVILLE NOTCH - 1/2 WAY (UWP)",NA,"1989-15-03",24,7,0.29,44.85834,-71.287499
1021,"WASHBURN",NA,"1989-28-03",13,4.2,0.32,46.775709,-68.150841
1335,"SQUA PAN (C) (MPSC)",NA,"1989-29-03",16.4,5,0.3,46.549984,-68.320219
1336,"SQUA PAN (D) (MPSC)",NA,"1989-29-03",9.7,2.9,0.3,46.549984,-68.320219
1181,"CRAWFORD POND (GNP)",NA,"1989-30-03",18,5,0.28,45.624547,-69.137902
1273,"SOURDNAHUNK LAKE (GNP)",NA,"1989-30-03",18,3,0.17,46.031769,-69.08239
1275,"CAUCOMGOMOC LAKE (GNP)",NA,"1989-30-03",17,4,0.23,46.207042,-69.623543
1276,"RUSSELL POND/RUSSELL STREAM (GNP)",NA,"1989-30-03",21,4,0.19,46.086952,-69.818367
1277,"PENOBSCOT LAKE (GNP)",NA,"1989-30-03",21,4,0.19,45.917281,-70.224534
1278,"JONES POND (GNP)",NA,"1989-30-03",19,4,0.21,45.806939,-70.215539
1279,"LOBSTER LAKE (GNP)",NA,"1989-30-03",15,3.5,0.23,45.874017,-69.519814
1280,"RAGGED LAKE (GNP)",NA,"1989-30-03",13,5,0.39,45.844467,-69.3927
1283,"FROST POND/RIPOGENOUS DAM (GNP)",NA,"1989-30-03",20,4,0.2,45.910439,-69.185211
1284,"UMBAZOOKSUS LAKE (GNP)",NA,"1989-30-03",17,3,0.18,46.16007,-69.375427
1383,"LONG POND (PENOBSCOT) (GNP)",NA,"1989-30-03",22,3.5,0.16,45.961238,-70.164872
1017,"MEDWAY (BH)",NA,"1989-31-03",12.9,3.25,0.25,45.609351,-68.545196
1018,"AMHERST (BH)",NA,"1989-31-03",3.2,0.45,0.14,44.830908,-68.448707
1196,"SEBEC (BH)",NA,"1989-31-03",9.5,1.72,0.18,45.241678,-69.106751
1197,"TELOS (BH)",NA,"1989-31-03",10,2,0.2,46.14337,-69.124108
1223,"DEDHAM (BH)",NA,"1989-31-03",0.7,0.15,0.21,44.640618,-68.555763
1224,"WEST SEBOEIS/LONG A (BH)",NA,"1989-31-03",17.5,4.45,0.25,45.516348,-68.921631
1285,"WEST ENFIELD (BH)",NA,"1989-31-03",10.9,2.24,0.21,45.251102,-68.642609
1027,"ERROL/ERROL DAM (UWP)",NA,"1989-01-04",26,6.3,0.24,44.7868,-71.13144
1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,"1989-01-04",25,7.2,0.29,44.945659,-70.997712
1030,"MIDDLE DAM (UWP)",NA,"1989-01-04",18,5.5,0.31,44.778711,-70.923104
1031,"UPPER DAM (UWP)",NA,"1989-01-04",18,4.5,0.25,44.883761,-70.862954
1017,"MEDWAY (BH)",NA,"1989-02-04",13.9,4.4,0.32,45.609351,-68.545196
1004,"GRINDSTONE",NA,"1989-03-04",16.4,4.8,0.29,45.729618,-68.587021
1005,"LOWELL",NA,"1989-03-04",9,3.1,0.34,45.1941,-68.471131
1075,"CARROLL-KOSSUTH",NA,"1989-03-04",12,3.4,0.28,45.409838,-67.970734
1094,"PATTEN",NA,"1989-03-04",20,6.4,0.32,46.067867,-68.437119
1110,"DYER BROOK",NA,"1989-03-04",15,4.3,0.29,46.050008,-68.225159
1132,"LINCOLN",NA,"1989-03-04",13,4,0.31,45.380429,-68.449478
1154,"TOPSFIELD",1559,"1989-03-04",15,4.4,0.29,45.439769,-67.74166
1208,"HOULTON (B)",NA,"1989-03-04",14,4.5,0.32,45.948968,-67.992477
1224,"WEST SEBOEIS/LONG A (BH)",NA,"1989-03-04",21.3,6.9,0.32,45.516348,-68.921631
1331,"DANFORTH",NA,"1989-03-04",7,1.6,0.23,45.65018,-67.819633
1038,"ALLAGASH",NA,"1989-04-04",10.2,3.5,0.34,47.07559,-69.070892
1064,"MACHIAS LAKE",NA,"1989-04-04",10,2.7,0.27,46.681108,-68.750717
1178,"DAAQUAM (QUEBEC)",NA,"1989-04-04",16.4,5.7,0.35,46.600007,-70.080002
1206,"CLAYTON LAKE",NA,"1989-04-04",16,5.9,0.37,46.603629,-69.51931
1266,"SEVEN ISLANDS (CHARLIE POND)",NA,"1989-04-04",19,6.1,0.32,46.914431,-69.709534
1297,"MUSQUACOOK",NA,"1989-04-04",12,4.5,0.38,46.605428,-69.136872
1008,"AUGUSTA",NA,"1989-05-04",2,0.03,0.01,44.289992,-69.707787
1118,"MANCHESTER",NA,"1989-05-04",5,0.6,0.12,44.349969,-69.884324
1136,"AUBURN",NA,"1989-05-04",3,0.3,0.1,44.060078,-70.275323
1170,"TOPSHAM",NA,"1989-05-04",0,0,0,44.002648,-69.947373
1319,"MONMOUTH",NA,"1989-05-04",5,0.5,0.1,44.238328,-70.071778
1017,"MEDWAY (BH)",NA,"1989-15-04",1.9,0.35,0.18,45.609351,-68.545196
1197,"TELOS (BH)",NA,"1989-15-04",7.9,1.45,0.18,46.14337,-69.124108
1223,"DEDHAM (BH)",NA,"1989-15-04",0.3,0.02,0.07,44.640618,-68.555763
1224,"WEST SEBOEIS/LONG A (BH)",NA,"1989-15-04",11,2.3,0.21,45.516348,-68.921631
1285,"WEST ENFIELD (BH)",NA,"1989-15-04",0.9,0.19,0.21,45.251102,-68.642609
1266,"SEVEN ISLANDS (CHARLIE POND)",NA,"1989-18-04",0,0,0,46.914431,-69.709534
1094,"PATTEN",NA,"1989-19-04",6,1.4,0.23,46.067867,-68.437119
1224,"WEST SEBOEIS/LONG A (BH)",NA,"1989-19-04",5,1.1,0.22,45.516348,-68.921631
1027,"ERROL/ERROL DAM (UWP)",NA,"1989-01-12",9,0.7,0.08,44.7868,-71.13144
1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,"1989-01-12",10,1.6,0.16,44.945659,-70.997712
1030,"MIDDLE DAM (UWP)",NA,"1989-01-12",9,0.7,0.08,44.778711,-70.923104
1031,"UPPER DAM (UWP)",NA,"1989-01-12",8,0.7,0.09,44.883761,-70.862954
1027,"ERROL/ERROL DAM (UWP)",NA,"1989-15-12",11,1.8,0.16,44.7868,-71.13144
1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,"1989-15-12",14,2.8,0.2,44.945659,-70.997712
1030,"MIDDLE DAM (UWP)",NA,"1989-15-12",10,1.1,0.11,44.778711,-70.923104
1031,"UPPER DAM (UWP)",NA,"1989-15-12",11,1.7,0.15,44.883761,-70.862954
1017,"MEDWAY (BH)",NA,"1990-15-01",17.9,3.2,0.18,45.609351,-68.545196
1018,"AMHERST (BH)",NA,"1990-15-01",13.4,2.5,0.19,44.830908,-68.448707
1196,"SEBEC (BH)",NA,"1990-15-01",17,2.5,0.15,45.241678,-69.106751
1223,"DEDHAM (BH)",NA,"1990-15-01",11.5,2.4,0.21,44.640618,-68.555763
1224,"WEST SEBOEIS/LONG A (BH)",NA,"1990-15-01",18.3,2.3,0.13,45.516348,-68.921631
1285,"WEST ENFIELD (BH)",NA,"1990-15-01",17,2.9,0.17,45.251102,-68.642609
1335,"SQUA PAN (C) (MPSC)",NA,"1990-15-01",23,3.75,0.16,46.549984,-68.320219
1336,"SQUA PAN (D) (MPSC)",NA,"1990-15-01",22.6,3.75,0.17,46.549984,-68.320219
1197,"TELOS (BH)",NA,"1990-16-01",23,2.6,0.11,46.14337,-69.124108
1021,"WASHBURN",NA,"1990-29-01",20,3.6,0.18,46.775709,-68.150841
1234,"PLEASANT LAKE; WEST GRAND (GP)",NA,"1990-29-01",8,1.8,0.23,42.952513,-66.680008
1357,"SYSLADOBSIS (GP) (AVERAGE)",NA,"1990-29-01",10,3,0.3,45.212036,-67.969399
1358,"LOWER CHAIN LAKE; SYSLADOBSIS (GP)",NA,"1990-29-01",9,2.3,0.26,42.952513,-66.680008
1359,"POCUMUS LAKE; WEST GRAND (GP)",NA,"1990-29-01",9,2,0.22,42.952513,-66.680008
1360,"UPPER OXBROOK LAKE; WEST GRAND (GP)",NA,"1990-29-01",10,3.3,0.33,42.952513,-66.680008
1013,"MOOSEHEAD (KWP)",NA,"1990-30-01",32,5.7,0.18,45.583831,-69.725289
1019,"BAILEYVILLE",NA,"1990-30-01",12,1.8,0.15,45.19377,-67.469917
1038,"ALLAGASH",NA,"1990-30-01",31,4.9,0.16,47.07559,-69.070892
1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"1990-30-01",32,6,0.19,45.465157,-69.628472
1292,"KOKADJO (KWP)",NA,"1990-30-01",27,5.4,0.2,45.654487,-69.464531
1344,"NORTH LAKE; EAST GRAND LAKE (GP)",NA,"1990-30-01",25,4.3,0.17,42.952513,-66.680008
1345,"DEERING LAKE; EAST GRAND LAKE (GP)",NA,"1990-30-01",20,4.6,0.23,42.952513,-66.680008
1346,"BRACKET LAKE; EAST GRAND LAKE (GP)",NA,"1990-30-01",18,5,0.28,45.755542,-67.866997
1347,"GREENLAND COVE; EAST GRAND LAKE (GP)",NA,"1990-30-01",24,5.3,0.22,42.952513,-66.680008
1348,"FOREST CITY; EAST GRAND LAKE (GP)",NA,"1990-30-01",27,4.6,0.17,45.658363,-67.730796
1348,"FOREST CITY; EAST GRAND LAKE (GP)",NA,"1990-30-01",21.3,5.3,0.25,45.658363,-67.730796
1349,"LAMBERT LAKE; GRAND FALLS (GP)",NA,"1990-30-01",33,4.3,0.13,45.540836,-67.531441
1350,"DARK COVE; EAST GRAND LAKE (GP)",NA,"1990-30-01",22,6,0.27,45.717488,-67.858497
1351,"TOMAH FLOWAGE; GRAND FALLS (GP)",NA,"1990-30-01",26,4.6,0.18,45.48706,-67.610336
1353,"EAST MUSQUASH LAKE; GRAND FALLS (GP)",NA,"1990-30-01",25,5.6,0.22,42.952513,-66.680008
1354,"FARROW LAKE; GRAND FALLS (GP)",NA,"1990-30-01",26,5.3,0.2,45.41463,-67.764991
1355,"BIG LAKE; T21 ED; GRAND FALLS (GP)",NA,"1990-30-01",10,2.5,0.25,42.952513,-66.680008
1356,"CLIFFORD LAKE (GP) (AVERAGE)",NA,"1990-30-01",14,3,0.21,45.068898,-67.683006
1361,"SILVER PUG; CLIFFORD LAKE (GP)",NA,"1990-30-01",12,4,0.33,42.952513,-66.680008
1362,"HOSEA PUG; CLIFFORD LAKE (GP)",NA,"1990-30-01",11,3,0.27,42.952513,-66.680008
1473,"LONG LAKE/PRINCETON/GRAND FALLS (GP)",NA,"1990-30-01",16,3,0.19,42.952513,-66.680008
1001,"ROCKWOOD (KWP)",NA,"1990-31-01",31,6.4,0.21,45.67801,-69.758911
1008,"AUGUSTA",NA,"1990-31-01",17,5.9,0.35,44.289992,-69.707787
1020,"DOVER-FOXCROFT (B)",NA,"1990-31-01",29,4.3,0.15,45.140618,-69.344948
1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"1990-31-01",32,6.4,0.2,45.61838,-70.24965
1037,"PARLIN POND (KWP)",NA,"1990-31-01",32,6.4,0.2,45.484309,-70.0674
1047,"BRASSUA (KWP)",NA,"1990-31-01",31,6.2,0.2,45.656509,-69.8107
1064,"MACHIAS LAKE",NA,"1990-31-01",31,4.9,0.16,46.681108,-68.750717
1066,"MAYFIELD (BINGHAM UPPER)",NA,"1990-31-01",34,5.8,0.17,45.09984,-69.779228
1100,"EUSTIS (KWP)",NA,"1990-31-01",32,4.4,0.14,45.245909,-70.517101
1118,"MANCHESTER",NA,"1990-31-01",20,6.3,0.32,44.349969,-69.884324
1153,"SOLON (BINGHAM)",NA,"1990-31-01",29,4.9,0.17,44.979979,-69.864289
1157,"MILLINOCKET (GNP)",NA,"1990-31-01",31,4,0.13,45.641869,-68.713928
1159,"HARMONY-ATHENS",NA,"1990-31-01",27,5.1,0.19,44.958399,-69.604279
1165,"DEXTER",NA,"1990-31-01",26,5.4,0.21,45.043742,-69.316406
1178,"DAAQUAM (QUEBEC)",NA,"1990-31-01",28,4.4,0.16,46.600007,-70.080002
1195,"KINGSBURY",NA,"1990-31-01",35,5.2,0.15,45.170937,-69.588204
1206,"CLAYTON LAKE",NA,"1990-31-01",28,3.1,0.11,46.603629,-69.51931
1246,"STRATTON (KWP)",NA,"1990-31-01",27.6,4,0.14,45.114421,-70.383164
1283,"FROST POND/RIPOGENOUS DAM (GNP)",NA,"1990-31-01",33,3.8,0.12,45.910439,-69.185211
1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"1990-31-01",29,4.2,0.14,45.224398,-70.192124
1288,"CARRABASETT (KWP)",NA,"1990-31-01",35,5.7,0.16,45.127668,-70.169739
1289,"DALLAS (KWP)",NA,"1990-31-01",29,3.7,0.13,45.00287,-70.583672
1290,"CHAIN OF PONDS (KWP)",NA,"1990-31-01",25,4.2,0.17,45.312151,-70.620065
1291,"SMILEY HILL (KWP)",NA,"1990-31-01",30,6.8,0.23,45.608148,-69.954163
1297,"MUSQUACOOK",NA,"1990-31-01",24,5.3,0.22,46.605428,-69.136872
1318,"JEFFERSON",NA,"1990-31-01",13,4.1,0.32,44.199061,-69.495743
1325,"SOUTH HOPE",NA,"1990-31-01",12,5,0.42,44.214058,-69.182549
1335,"SQUA PAN (C) (MPSC)",NA,"1990-31-01",32.8,5.2,0.16,46.549984,-68.320219
1336,"SQUA PAN (D) (MPSC)",NA,"1990-31-01",26.7,4.1,0.15,46.549984,-68.320219
1370,"COMSTOCK",NA,"1990-31-01",36,3.7,0.1,42.952513,-66.680008
1382,"LONG POND (KENNEBEC) (KWP)",NA,"1990-31-01",29.5,6.4,0.22,45.620179,-70.112702
1187,"KINGFIELD",NA,"1990-02-02",29,6,0.21,44.958461,-70.119118
1083,"SEBAGO",NA,"1990-11-02",20,6.1,0.3,43.760723,-70.517182
1001,"ROCKWOOD (KWP)",NA,"1990-14-02",27,6.5,0.24,45.67801,-69.758911
1013,"MOOSEHEAD (KWP)",NA,"1990-14-02",24,5.8,0.24,45.583831,-69.725289
1017,"MEDWAY (BH)",NA,"1990-14-02",21.6,4.5,0.21,45.609351,-68.545196
1018,"AMHERST (BH)",NA,"1990-14-02",17.1,3,0.17,44.830908,-68.448707
1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"1990-14-02",25,6.2,0.25,45.61838,-70.24965
1037,"PARLIN POND (KWP)",NA,"1990-14-02",26,7,0.27,45.484309,-70.0674
1047,"BRASSUA (KWP)",NA,"1990-14-02",25,6,0.24,45.656509,-69.8107
1196,"SEBEC (BH)",NA,"1990-14-02",19.6,3.7,0.19,45.241678,-69.106751
1197,"TELOS (BH)",NA,"1990-14-02",29.7,4.3,0.14,46.14337,-69.124108
1223,"DEDHAM (BH)",NA,"1990-14-02",17.2,3.6,0.21,44.640618,-68.555763
1224,"WEST SEBOEIS/LONG A (BH)",NA,"1990-14-02",25.3,4.7,0.19,45.516348,-68.921631
1285,"WEST ENFIELD (BH)",NA,"1990-14-02",22.6,4.5,0.2,45.251102,-68.642609
1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"1990-14-02",23,3.7,0.16,45.224398,-70.192124
1288,"CARRABASETT (KWP)",NA,"1990-14-02",30,3.7,0.12,45.127668,-70.169739
1291,"SMILEY HILL (KWP)",NA,"1990-14-02",29,7.2,0.25,45.608148,-69.954163
1335,"SQUA PAN (C) (MPSC)",NA,"1990-14-02",31.1,6.6,0.21,46.549984,-68.320219
1336,"SQUA PAN (D) (MPSC)",NA,"1990-14-02",26.8,5.4,0.2,46.549984,-68.320219
1382,"LONG POND (KENNEBEC) (KWP)",NA,"1990-14-02",22.9,6,0.26,45.620179,-70.112702
1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"1990-15-02",25,6.4,0.26,45.465157,-69.628472
1100,"EUSTIS (KWP)",NA,"1990-15-02",25,6,0.24,45.245909,-70.517101
1246,"STRATTON (KWP)",NA,"1990-15-02",24.5,6.4,0.26,45.114421,-70.383164
1289,"DALLAS (KWP)",NA,"1990-15-02",24,5.6,0.23,45.00287,-70.583672
1290,"CHAIN OF PONDS (KWP)",NA,"1990-15-02",21,5.3,0.25,45.312151,-70.620065
1292,"KOKADJO (KWP)",NA,"1990-15-02",22,5.8,0.26,45.654487,-69.464531
1020,"DOVER-FOXCROFT (B)",NA,"1990-20-02",26,5.4,0.21,45.140618,-69.344948
1308,"SOUTH WATERFORD",NA,"1990-20-02",24,6,0.25,42.952513,-66.680008
1072,"BRIDGTON",NA,"1990-21-02",24,5.2,0.22,44.055011,-70.721314
1365,"SOUTH BRIDGTON",NA,"1990-21-02",19,5.7,0.3,42.952513,-66.680008
1366,"SEBAGO CENTER (SAPPI)",NA,"1990-21-02",24,6.7,0.28,43.908769,-70.708313
1369,"NORTH GORHAM (SAPPI)",NA,"1990-21-02",16,5.1,0.32,43.741172,-70.453698
1002,"THE FORKS",NA,"1990-22-02",28,6.8,0.24,45.343902,-69.94883
1015,"MERCER",NA,"1990-22-02",25,5.4,0.22,44.682169,-69.898247
1066,"MAYFIELD (BINGHAM UPPER)",NA,"1990-22-02",32,7.1,0.22,45.09984,-69.779228
1120,"GRAY (SAPPI)",NA,"1990-22-02",20,6.2,0.31,43.900019,-70.325791
1153,"SOLON (BINGHAM)",NA,"1990-22-02",26,5.7,0.22,44.979979,-69.864289
1159,"HARMONY-ATHENS",NA,"1990-22-02",29,6.3,0.22,44.958399,-69.604279
1165,"DEXTER",NA,"1990-22-02",25,5.5,0.22,45.043742,-69.316406
1190,"MONSON",NA,"1990-22-02",30,8.4,0.28,45.333046,-69.544027
1195,"KINGSBURY",NA,"1990-22-02",31,7.1,0.23,45.170937,-69.588204
1309,"NORTH WATERFORD (SAPPI)",NA,"1990-22-02",27,7,0.26,44.228829,-70.755814
1364,"HARRISON (SAPPI)",NA,"1990-22-02",20,5.4,0.27,44.145799,-70.629387
1367,"EAST CASCO (SAPPI)",NA,"1990-22-02",21,5.9,0.28,43.989647,-70.474122
1133,"WELD-PHILLIPS",NA,"1990-24-02",39,9.3,0.24,44.764319,-70.444001
1151,"DIXFIELD",1546,"1990-24-02",34,5.9,0.17,44.587278,-70.354622
1001,"ROCKWOOD (KWP)",NA,"1990-26-02",29,6.8,0.23,45.67801,-69.758911
1013,"MOOSEHEAD (KWP)",NA,"1990-26-02",27,6.6,0.24,45.583831,-69.725289
1021,"WASHBURN",NA,"1990-26-02",30,5.8,0.19,46.775709,-68.150841
1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"1990-26-02",29,6.8,0.23,45.465157,-69.628472
1118,"MANCHESTER",NA,"1990-26-02",21,5,0.24,44.349969,-69.884324
1170,"TOPSHAM",NA,"1990-26-02",19,5.7,0.3,44.002648,-69.947373
1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"1990-26-02",28,6.1,0.22,45.224398,-70.192124
1288,"CARRABASETT (KWP)",NA,"1990-26-02",32,6.6,0.21,45.127668,-70.169739
1292,"KOKADJO (KWP)",NA,"1990-26-02",25,6,0.24,45.654487,-69.464531
1008,"AUGUSTA",NA,"1990-27-02",18,12,0.67,44.289992,-69.707787
1024,"NORTH ANSON",NA,"1990-27-02",30,6.2,0.21,44.87394,-69.948067
1027,"ERROL/ERROL DAM (UWP)",NA,"1990-27-02",31,7.3,0.23,44.7868,-71.13144
1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,"1990-27-02",30,7.7,0.26,44.945659,-70.997712
1029,"DIAMONDS (UWP)",NA,"1990-27-02",29,7.8,0.27,42.952513,-66.680008
1030,"MIDDLE DAM (UWP)",NA,"1990-27-02",30,7,0.23,44.778711,-70.923104
1031,"UPPER DAM (UWP)",NA,"1990-27-02",28,6.3,0.23,44.883761,-70.862954
1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"1990-27-02",28,7,0.25,45.61838,-70.24965
1037,"PARLIN POND (KWP)",NA,"1990-27-02",29,7.2,0.25,45.484309,-70.0674
1038,"ALLAGASH",NA,"1990-27-02",28,6.6,0.24,47.07559,-69.070892
1046,"SOUTH PARIS",NA,"1990-27-02",22,4.8,0.22,44.263479,-70.514237
1047,"BRASSUA (KWP)",NA,"1990-27-02",27,6.5,0.24,45.656509,-69.8107
1064,"MACHIAS LAKE",NA,"1990-27-02",24,4.8,0.2,46.681108,-68.750717
1095,"TURNER",NA,"1990-27-02",18,4.3,0.24,44.261242,-70.218117
1100,"EUSTIS (KWP)",NA,"1990-27-02",27,6.4,0.24,45.245909,-70.517101
1136,"AUBURN",NA,"1990-27-02",20,5,0.25,44.060078,-70.275323
1167,"SOUTH CHINA",NA,"1990-27-02",17,5.4,0.32,44.491928,-69.544571
1178,"DAAQUAM (QUEBEC)",NA,"1990-27-02",32,4.2,0.13,46.600007,-70.080002
1206,"CLAYTON LAKE",NA,"1990-27-02",26,4.9,0.19,46.603629,-69.51931
1246,"STRATTON (KWP)",NA,"1990-27-02",25.5,6.9,0.27,45.114421,-70.383164
1289,"DALLAS (KWP)",NA,"1990-27-02",29,6.7,0.23,45.00287,-70.583672
1290,"CHAIN OF PONDS (KWP)",NA,"1990-27-02",21,5.5,0.26,45.312151,-70.620065
1291,"SMILEY HILL (KWP)",NA,"1990-27-02",33,8.1,0.24,45.608148,-69.954163
1297,"MUSQUACOOK",NA,"1990-27-02",23,4.7,0.2,46.605428,-69.136872
1318,"JEFFERSON",NA,"1990-27-02",16,5.5,0.34,44.199061,-69.495743
1319,"MONMOUTH",NA,"1990-27-02",20,5.4,0.27,44.238328,-70.071778
1325,"SOUTH HOPE",NA,"1990-27-02",12,4.3,0.36,44.214058,-69.182549
1382,"LONG POND (KENNEBEC) (KWP)",NA,"1990-27-02",24.3,7,0.29,45.620179,-70.112702
1004,"GRINDSTONE",NA,"1990-28-02",28,6.1,0.22,45.729618,-68.587021
1017,"MEDWAY (BH)",NA,"1990-28-02",27.6,6,0.22,45.609351,-68.545196
1050,"PITTSFIELD (B)",NA,"1990-28-02",16,4.6,0.29,44.735629,-69.429337
1075,"CARROLL-KOSSUTH",NA,"1990-28-02",28,6,0.21,45.409838,-67.970734
